"","date","hits","teams"
"2180",2018-05-01,"3","Arizona Diamondbacks"
"2181",2018-06-01,"3","Arizona Diamondbacks"
"2182",2018-07-01,"3","Arizona Diamondbacks"
"2183",2018-08-01,"3","Arizona Diamondbacks"
"2184",2018-09-01,"3","Arizona Diamondbacks"
"2185",2018-10-01,"<1","Arizona Diamondbacks"
"2186",2018-11-01,"<1","Arizona Diamondbacks"
"2187",2018-12-01,"<1","Arizona Diamondbacks"
"2188",2019-01-01,"<1","Arizona Diamondbacks"
"2189",2019-02-01,"1","Arizona Diamondbacks"
"2190",2019-03-01,"1","Arizona Diamondbacks"
"2191",2019-04-01,"2","Arizona Diamondbacks"
"2192",2019-05-01,"2","Arizona Diamondbacks"
"2193",2019-06-01,"3","Arizona Diamondbacks"
"2194",2019-07-01,"2","Arizona Diamondbacks"
"2195",2019-08-01,"2","Arizona Diamondbacks"
"2196",2019-09-01,"2","Arizona Diamondbacks"
"2197",2019-10-01,"<1","Arizona Diamondbacks"
"2198",2019-11-01,"<1","Arizona Diamondbacks"
"2199",2019-12-01,"<1","Arizona Diamondbacks"
"2200",2020-01-01,"<1","Arizona Diamondbacks"
"2201",2020-02-01,"1","Arizona Diamondbacks"
"2202",2020-03-01,"<1","Arizona Diamondbacks"
"2203",2020-04-01,"<1","Arizona Diamondbacks"
"2204",2020-05-01,"<1","Arizona Diamondbacks"
"2205",2020-06-01,"<1","Arizona Diamondbacks"
"2206",2020-07-01,"<1","Arizona Diamondbacks"
"2207",2004-01-01,"<1","Colorado Rockies"
"2208",2004-02-01,"<1","Colorado Rockies"
"2209",2004-03-01,"1","Colorado Rockies"
"2210",2004-04-01,"1","Colorado Rockies"
"2211",2004-05-01,"1","Colorado Rockies"
"2212",2004-06-01,"1","Colorado Rockies"
"2213",2004-07-01,"1","Colorado Rockies"
"2214",2004-08-01,"1","Colorado Rockies"
"2215",2004-09-01,"1","Colorado Rockies"
"2216",2004-10-01,"<1","Colorado Rockies"
"2217",2004-11-01,"<1","Colorado Rockies"
"2218",2004-12-01,"<1","Colorado Rockies"
"2219",2005-01-01,"<1","Colorado Rockies"
"2220",2005-02-01,"<1","Colorado Rockies"
"2221",2005-03-01,"1","Colorado Rockies"
"2222",2005-04-01,"1","Colorado Rockies"
"2223",2005-05-01,"1","Colorado Rockies"
"2224",2005-06-01,"1","Colorado Rockies"
"2225",2005-07-01,"1","Colorado Rockies"
"2226",2005-08-01,"1","Colorado Rockies"
"2227",2005-09-01,"1","Colorado Rockies"
"2228",2005-10-01,"<1","Colorado Rockies"
"2229",2005-11-01,"<1","Colorado Rockies"
"2230",2005-12-01,"<1","Colorado Rockies"
"2231",2006-01-01,"<1","Colorado Rockies"
"2232",2006-02-01,"<1","Colorado Rockies"
"2233",2006-03-01,"1","Colorado Rockies"
"2234",2006-04-01,"1","Colorado Rockies"
"2235",2006-05-01,"1","Colorado Rockies"
"2236",2006-06-01,"1","Colorado Rockies"
"2237",2006-07-01,"1","Colorado Rockies"
"2238",2006-08-01,"1","Colorado Rockies"
"2239",2006-09-01,"1","Colorado Rockies"
"2240",2006-10-01,"<1","Colorado Rockies"
"2241",2006-11-01,"<1","Colorado Rockies"
"2242",2006-12-01,"<1","Colorado Rockies"
"2243",2007-01-01,"<1","Colorado Rockies"
"2244",2007-02-01,"1","Colorado Rockies"
"2245",2007-03-01,"1","Colorado Rockies"
"2246",2007-04-01,"1","Colorado Rockies"
"2247",2007-05-01,"1","Colorado Rockies"
"2248",2007-06-01,"2","Colorado Rockies"
"2249",2007-07-01,"1","Colorado Rockies"
"2250",2007-08-01,"1","Colorado Rockies"
"2251",2007-09-01,"2","Colorado Rockies"
"2252",2007-10-01,"14","Colorado Rockies"
"2253",2007-11-01,"1","Colorado Rockies"
"2254",2007-12-01,"<1","Colorado Rockies"
"2255",2008-01-01,"<1","Colorado Rockies"
"2256",2008-02-01,"1","Colorado Rockies"
"2257",2008-03-01,"1","Colorado Rockies"
"2258",2008-04-01,"2","Colorado Rockies"
"2259",2008-05-01,"2","Colorado Rockies"
"2260",2008-06-01,"2","Colorado Rockies"
"2261",2008-07-01,"2","Colorado Rockies"
"2262",2008-08-01,"1","Colorado Rockies"
"2263",2008-09-01,"1","Colorado Rockies"
"2264",2008-10-01,"<1","Colorado Rockies"
"2265",2008-11-01,"<1","Colorado Rockies"
"2266",2008-12-01,"<1","Colorado Rockies"
"2267",2009-01-01,"<1","Colorado Rockies"
"2268",2009-02-01,"<1","Colorado Rockies"
"2269",2009-03-01,"1","Colorado Rockies"
"2270",2009-04-01,"1","Colorado Rockies"
"2271",2009-05-01,"1","Colorado Rockies"
"2272",2009-06-01,"1","Colorado Rockies"
"2273",2009-07-01,"2","Colorado Rockies"
"2274",2009-08-01,"2","Colorado Rockies"
"2275",2009-09-01,"2","Colorado Rockies"
"2276",2009-10-01,"3","Colorado Rockies"
"2277",2009-11-01,"<1","Colorado Rockies"
"2278",2009-12-01,"<1","Colorado Rockies"
"2279",2010-01-01,"<1","Colorado Rockies"
"2280",2010-02-01,"<1","Colorado Rockies"
"2281",2010-03-01,"1","Colorado Rockies"
"2282",2010-04-01,"2","Colorado Rockies"
"2283",2010-05-01,"2","Colorado Rockies"
"2284",2010-06-01,"2","Colorado Rockies"
"2285",2010-07-01,"2","Colorado Rockies"
"2286",2010-08-01,"2","Colorado Rockies"
"2287",2010-09-01,"2","Colorado Rockies"
"2288",2010-10-01,"<1","Colorado Rockies"
"2289",2010-11-01,"<1","Colorado Rockies"
"2290",2010-12-01,"<1","Colorado Rockies"
"2291",2011-01-01,"<1","Colorado Rockies"
"2292",2011-02-01,"1","Colorado Rockies"
"2293",2011-03-01,"1","Colorado Rockies"
"2294",2011-04-01,"3","Colorado Rockies"
"2295",2011-05-01,"2","Colorado Rockies"
"2296",2011-06-01,"2","Colorado Rockies"
"2297",2011-07-01,"2","Colorado Rockies"
"2298",2011-08-01,"2","Colorado Rockies"
"2299",2011-09-01,"1","Colorado Rockies"
"2300",2011-10-01,"<1","Colorado Rockies"
"2301",2011-11-01,"<1","Colorado Rockies"
"2302",2011-12-01,"<1","Colorado Rockies"
"2303",2012-01-01,"<1","Colorado Rockies"
"2304",2012-02-01,"1","Colorado Rockies"
"2305",2012-03-01,"1","Colorado Rockies"
"2306",2012-04-01,"2","Colorado Rockies"
"2307",2012-05-01,"2","Colorado Rockies"
"2308",2012-06-01,"2","Colorado Rockies"
"2309",2012-07-01,"2","Colorado Rockies"
"2310",2012-08-01,"1","Colorado Rockies"
"2311",2012-09-01,"1","Colorado Rockies"
"2312",2012-10-01,"<1","Colorado Rockies"
"2313",2012-11-01,"<1","Colorado Rockies"
"2314",2012-12-01,"<1","Colorado Rockies"
"2315",2013-01-01,"<1","Colorado Rockies"
"2316",2013-02-01,"<1","Colorado Rockies"
"2317",2013-03-01,"1","Colorado Rockies"
"2318",2013-04-01,"2","Colorado Rockies"
"2319",2013-05-01,"2","Colorado Rockies"
"2320",2013-06-01,"2","Colorado Rockies"
"2321",2013-07-01,"2","Colorado Rockies"
"2322",2013-08-01,"1","Colorado Rockies"
"2323",2013-09-01,"1","Colorado Rockies"
"2324",2013-10-01,"<1","Colorado Rockies"
"2325",2013-11-01,"<1","Colorado Rockies"
"2326",2013-12-01,"<1","Colorado Rockies"
"2327",2014-01-01,"<1","Colorado Rockies"
"2328",2014-02-01,"<1","Colorado Rockies"
"2329",2014-03-01,"1","Colorado Rockies"
"2330",2014-04-01,"2","Colorado Rockies"
"2331",2014-05-01,"2","Colorado Rockies"
"2332",2014-06-01,"2","Colorado Rockies"
"2333",2014-07-01,"2","Colorado Rockies"
"2334",2014-08-01,"1","Colorado Rockies"
"2335",2014-09-01,"1","Colorado Rockies"
"2336",2014-10-01,"<1","Colorado Rockies"
"2337",2014-11-01,"<1","Colorado Rockies"
"2338",2014-12-01,"<1","Colorado Rockies"
"2339",2015-01-01,"<1","Colorado Rockies"
"2340",2015-02-01,"<1","Colorado Rockies"
"2341",2015-03-01,"1","Colorado Rockies"
"2342",2015-04-01,"3","Colorado Rockies"
"2343",2015-05-01,"2","Colorado Rockies"
"2344",2015-06-01,"2","Colorado Rockies"
"2345",2015-07-01,"2","Colorado Rockies"
"2346",2015-08-01,"2","Colorado Rockies"
"2347",2015-09-01,"1","Colorado Rockies"
"2348",2015-10-01,"<1","Colorado Rockies"
"2349",2015-11-01,"<1","Colorado Rockies"
"2350",2015-12-01,"<1","Colorado Rockies"
"2351",2016-01-01,"<1","Colorado Rockies"
"2352",2016-02-01,"<1","Colorado Rockies"
"2353",2016-03-01,"1","Colorado Rockies"
"2354",2016-04-01,"3","Colorado Rockies"
"2355",2016-05-01,"2","Colorado Rockies"
"2356",2016-06-01,"3","Colorado Rockies"
"2357",2016-07-01,"2","Colorado Rockies"
"2358",2016-08-01,"2","Colorado Rockies"
"2359",2016-09-01,"1","Colorado Rockies"
"2360",2016-10-01,"<1","Colorado Rockies"
"2361",2016-11-01,"<1","Colorado Rockies"
"2362",2016-12-01,"<1","Colorado Rockies"
"2363",2017-01-01,"<1","Colorado Rockies"
"2364",2017-02-01,"1","Colorado Rockies"
"2365",2017-03-01,"1","Colorado Rockies"
"2366",2017-04-01,"3","Colorado Rockies"
"2367",2017-05-01,"4","Colorado Rockies"
"2368",2017-06-01,"4","Colorado Rockies"
"2369",2017-07-01,"4","Colorado Rockies"
"2370",2017-08-01,"3","Colorado Rockies"
"2371",2017-09-01,"3","Colorado Rockies"
"2372",2017-10-01,"2","Colorado Rockies"
"2373",2017-11-01,"<1","Colorado Rockies"
"2374",2017-12-01,"<1","Colorado Rockies"
"2375",2018-01-01,"<1","Colorado Rockies"
"2376",2018-02-01,"1","Colorado Rockies"
"2377",2018-03-01,"1","Colorado Rockies"
"2378",2018-04-01,"3","Colorado Rockies"
"2379",2018-05-01,"3","Colorado Rockies"
"2380",2018-06-01,"3","Colorado Rockies"
"2381",2018-07-01,"4","Colorado Rockies"
"2382",2018-08-01,"4","Colorado Rockies"
"2383",2018-09-01,"8","Colorado Rockies"
"2384",2018-10-01,"7","Colorado Rockies"
"2385",2018-11-01,"<1","Colorado Rockies"
"2386",2018-12-01,"<1","Colorado Rockies"
"2387",2019-01-01,"<1","Colorado Rockies"
"2388",2019-02-01,"1","Colorado Rockies"
"2389",2019-03-01,"2","Colorado Rockies"
"2390",2019-04-01,"4","Colorado Rockies"
"2391",2019-05-01,"3","Colorado Rockies"
"2392",2019-06-01,"4","Colorado Rockies"
"2393",2019-07-01,"3","Colorado Rockies"
"2394",2019-08-01,"3","Colorado Rockies"
"2395",2019-09-01,"2","Colorado Rockies"
"2396",2019-10-01,"<1","Colorado Rockies"
"2397",2019-11-01,"<1","Colorado Rockies"
"2398",2019-12-01,"<1","Colorado Rockies"
"2399",2020-01-01,"<1","Colorado Rockies"
"2400",2020-02-01,"1","Colorado Rockies"
"2401",2020-03-01,"<1","Colorado Rockies"
"2402",2020-04-01,"<1","Colorado Rockies"
"2403",2020-05-01,"<1","Colorado Rockies"
"2404",2020-06-01,"<1","Colorado Rockies"
"2405",2020-07-01,"<1","Colorado Rockies"
"2406",2004-01-01,"1","Los Angeles Dodgers"
"2407",2004-02-01,"1","Los Angeles Dodgers"
"2408",2004-03-01,"2","Los Angeles Dodgers"
"2409",2004-04-01,"3","Los Angeles Dodgers"
"2410",2004-05-01,"2","Los Angeles Dodgers"
"2411",2004-06-01,"2","Los Angeles Dodgers"
"2412",2004-07-01,"2","Los Angeles Dodgers"
"2413",2004-08-01,"2","Los Angeles Dodgers"
"2414",2004-09-01,"2","Los Angeles Dodgers"
"2415",2004-10-01,"3","Los Angeles Dodgers"
"2416",2004-11-01,"1","Los Angeles Dodgers"
"2417",2004-12-01,"1","Los Angeles Dodgers"
"2418",2005-01-01,"1","Los Angeles Dodgers"
"2419",2005-02-01,"1","Los Angeles Dodgers"
"2420",2005-03-01,"2","Los Angeles Dodgers"
"2421",2005-04-01,"4","Los Angeles Dodgers"
"2422",2005-05-01,"3","Los Angeles Dodgers"
"2423",2005-06-01,"2","Los Angeles Dodgers"
"2424",2005-07-01,"2","Los Angeles Dodgers"
"2425",2005-08-01,"2","Los Angeles Dodgers"
"2426",2005-09-01,"2","Los Angeles Dodgers"
"2427",2005-10-01,"1","Los Angeles Dodgers"
"2428",2005-11-01,"1","Los Angeles Dodgers"
"2429",2005-12-01,"2","Los Angeles Dodgers"
"2430",2006-01-01,"1","Los Angeles Dodgers"
"2431",2006-02-01,"1","Los Angeles Dodgers"
"2432",2006-03-01,"2","Los Angeles Dodgers"
"2433",2006-04-01,"3","Los Angeles Dodgers"
"2434",2006-05-01,"2","Los Angeles Dodgers"
"2435",2006-06-01,"3","Los Angeles Dodgers"
"2436",2006-07-01,"3","Los Angeles Dodgers"
"2437",2006-08-01,"3","Los Angeles Dodgers"
"2438",2006-09-01,"3","Los Angeles Dodgers"
"2439",2006-10-01,"2","Los Angeles Dodgers"
"2440",2006-11-01,"1","Los Angeles Dodgers"
"2441",2006-12-01,"1","Los Angeles Dodgers"
"2442",2007-01-01,"1","Los Angeles Dodgers"
"2443",2007-02-01,"1","Los Angeles Dodgers"
"2444",2007-03-01,"2","Los Angeles Dodgers"
"2445",2007-04-01,"3","Los Angeles Dodgers"
"2446",2007-05-01,"3","Los Angeles Dodgers"
"2447",2007-06-01,"3","Los Angeles Dodgers"
"2448",2007-07-01,"3","Los Angeles Dodgers"
"2449",2007-08-01,"3","Los Angeles Dodgers"
"2450",2007-09-01,"2","Los Angeles Dodgers"
"2451",2007-10-01,"1","Los Angeles Dodgers"
"2452",2007-11-01,"1","Los Angeles Dodgers"
"2453",2007-12-01,"1","Los Angeles Dodgers"
"2454",2008-01-01,"1","Los Angeles Dodgers"
"2455",2008-02-01,"1","Los Angeles Dodgers"
"2456",2008-03-01,"2","Los Angeles Dodgers"
"2457",2008-04-01,"3","Los Angeles Dodgers"
"2458",2008-05-01,"3","Los Angeles Dodgers"
"2459",2008-06-01,"2","Los Angeles Dodgers"
"2460",2008-07-01,"3","Los Angeles Dodgers"
"2461",2008-08-01,"3","Los Angeles Dodgers"
"2462",2008-09-01,"3","Los Angeles Dodgers"
"2463",2008-10-01,"4","Los Angeles Dodgers"
"2464",2008-11-01,"1","Los Angeles Dodgers"
"2465",2008-12-01,"1","Los Angeles Dodgers"
"2466",2009-01-01,"1","Los Angeles Dodgers"
"2467",2009-02-01,"2","Los Angeles Dodgers"
"2468",2009-03-01,"2","Los Angeles Dodgers"
"2469",2009-04-01,"3","Los Angeles Dodgers"
"2470",2009-05-01,"3","Los Angeles Dodgers"
"2471",2009-06-01,"3","Los Angeles Dodgers"
"2472",2009-07-01,"3","Los Angeles Dodgers"
"2473",2009-08-01,"3","Los Angeles Dodgers"
"2474",2009-09-01,"3","Los Angeles Dodgers"
"2475",2009-10-01,"6","Los Angeles Dodgers"
"2476",2009-11-01,"1","Los Angeles Dodgers"
"2477",2009-12-01,"1","Los Angeles Dodgers"
"2478",2010-01-01,"1","Los Angeles Dodgers"
"2479",2010-02-01,"1","Los Angeles Dodgers"
"2480",2010-03-01,"2","Los Angeles Dodgers"
"2481",2010-04-01,"3","Los Angeles Dodgers"
"2482",2010-05-01,"3","Los Angeles Dodgers"
"2483",2010-06-01,"3","Los Angeles Dodgers"
"2484",2010-07-01,"3","Los Angeles Dodgers"
"2485",2010-08-01,"3","Los Angeles Dodgers"
"2486",2010-09-01,"2","Los Angeles Dodgers"
"2487",2010-10-01,"1","Los Angeles Dodgers"
"2488",2010-11-01,"1","Los Angeles Dodgers"
"2489",2010-12-01,"1","Los Angeles Dodgers"
"2490",2011-01-01,"1","Los Angeles Dodgers"
"2491",2011-02-01,"1","Los Angeles Dodgers"
"2492",2011-03-01,"2","Los Angeles Dodgers"
"2493",2011-04-01,"5","Los Angeles Dodgers"
"2494",2011-05-01,"3","Los Angeles Dodgers"
"2495",2011-06-01,"3","Los Angeles Dodgers"
"2496",2011-07-01,"3","Los Angeles Dodgers"
"2497",2011-08-01,"2","Los Angeles Dodgers"
"2498",2011-09-01,"2","Los Angeles Dodgers"
"2499",2011-10-01,"1","Los Angeles Dodgers"
"2500",2011-11-01,"1","Los Angeles Dodgers"
"2501",2011-12-01,"1","Los Angeles Dodgers"
"2502",2012-01-01,"1","Los Angeles Dodgers"
"2503",2012-02-01,"1","Los Angeles Dodgers"
"2504",2012-03-01,"2","Los Angeles Dodgers"
"2505",2012-04-01,"5","Los Angeles Dodgers"
"2506",2012-05-01,"5","Los Angeles Dodgers"
"2507",2012-06-01,"5","Los Angeles Dodgers"
"2508",2012-07-01,"5","Los Angeles Dodgers"
"2509",2012-08-01,"6","Los Angeles Dodgers"
"2510",2012-09-01,"4","Los Angeles Dodgers"
"2511",2012-10-01,"2","Los Angeles Dodgers"
"2512",2012-11-01,"1","Los Angeles Dodgers"
"2513",2012-12-01,"2","Los Angeles Dodgers"
"2514",2013-01-01,"1","Los Angeles Dodgers"
"2515",2013-02-01,"2","Los Angeles Dodgers"
"2516",2013-03-01,"3","Los Angeles Dodgers"
"2517",2013-04-01,"7","Los Angeles Dodgers"
"2518",2013-05-01,"4","Los Angeles Dodgers"
"2519",2013-06-01,"7","Los Angeles Dodgers"
"2520",2013-07-01,"7","Los Angeles Dodgers"
"2521",2013-08-01,"9","Los Angeles Dodgers"
"2522",2013-09-01,"7","Los Angeles Dodgers"
"2523",2013-10-01,"14","Los Angeles Dodgers"
"2524",2013-11-01,"2","Los Angeles Dodgers"
"2525",2013-12-01,"2","Los Angeles Dodgers"
"2526",2014-01-01,"2","Los Angeles Dodgers"
"2527",2014-02-01,"2","Los Angeles Dodgers"
"2528",2014-03-01,"4","Los Angeles Dodgers"
"2529",2014-04-01,"7","Los Angeles Dodgers"
"2530",2014-05-01,"6","Los Angeles Dodgers"
"2531",2014-06-01,"5","Los Angeles Dodgers"
"2532",2014-07-01,"6","Los Angeles Dodgers"
"2533",2014-08-01,"6","Los Angeles Dodgers"
"2534",2014-09-01,"7","Los Angeles Dodgers"
"2535",2014-10-01,"7","Los Angeles Dodgers"
"2536",2014-11-01,"1","Los Angeles Dodgers"
"2537",2014-12-01,"2","Los Angeles Dodgers"
"2538",2015-01-01,"2","Los Angeles Dodgers"
"2539",2015-02-01,"2","Los Angeles Dodgers"
"2540",2015-03-01,"3","Los Angeles Dodgers"
"2541",2015-04-01,"7","Los Angeles Dodgers"
"2542",2015-05-01,"6","Los Angeles Dodgers"
"2543",2015-06-01,"6","Los Angeles Dodgers"
"2544",2015-07-01,"6","Los Angeles Dodgers"
"2545",2015-08-01,"6","Los Angeles Dodgers"
"2546",2015-09-01,"7","Los Angeles Dodgers"
"2547",2015-10-01,"10","Los Angeles Dodgers"
"2548",2015-11-01,"2","Los Angeles Dodgers"
"2549",2015-12-01,"2","Los Angeles Dodgers"
"2550",2016-01-01,"2","Los Angeles Dodgers"
"2551",2016-02-01,"2","Los Angeles Dodgers"
"2552",2016-03-01,"3","Los Angeles Dodgers"
"2553",2016-04-01,"9","Los Angeles Dodgers"
"2554",2016-05-01,"7","Los Angeles Dodgers"
"2555",2016-06-01,"7","Los Angeles Dodgers"
"2556",2016-07-01,"7","Los Angeles Dodgers"
"2557",2016-08-01,"8","Los Angeles Dodgers"
"2558",2016-09-01,"8","Los Angeles Dodgers"
"2559",2016-10-01,"26","Los Angeles Dodgers"
"2560",2016-11-01,"2","Los Angeles Dodgers"
"2561",2016-12-01,"2","Los Angeles Dodgers"
"2562",2017-01-01,"2","Los Angeles Dodgers"
"2563",2017-02-01,"2","Los Angeles Dodgers"
"2564",2017-03-01,"3","Los Angeles Dodgers"
"2565",2017-04-01,"8","Los Angeles Dodgers"
"2566",2017-05-01,"8","Los Angeles Dodgers"
"2567",2017-06-01,"9","Los Angeles Dodgers"
"2568",2017-07-01,"11","Los Angeles Dodgers"
"2569",2017-08-01,"11","Los Angeles Dodgers"
"2570",2017-09-01,"10","Los Angeles Dodgers"
"2571",2017-10-01,"47","Los Angeles Dodgers"
"2572",2017-11-01,"16","Los Angeles Dodgers"
"2573",2017-12-01,"3","Los Angeles Dodgers"
"2574",2018-01-01,"2","Los Angeles Dodgers"
"2575",2018-02-01,"3","Los Angeles Dodgers"
"2576",2018-03-01,"5","Los Angeles Dodgers"
"2577",2018-04-01,"10","Los Angeles Dodgers"
"2578",2018-05-01,"8","Los Angeles Dodgers"
"2579",2018-06-01,"9","Los Angeles Dodgers"
"2580",2018-07-01,"11","Los Angeles Dodgers"
"2581",2018-08-01,"10","Los Angeles Dodgers"
"2582",2018-09-01,"14","Los Angeles Dodgers"
"2583",2018-10-01,"62","Los Angeles Dodgers"
"2584",2018-11-01,"3","Los Angeles Dodgers"
"2585",2018-12-01,"4","Los Angeles Dodgers"
"2586",2019-01-01,"3","Los Angeles Dodgers"
"2587",2019-02-01,"4","Los Angeles Dodgers"
"2588",2019-03-01,"7","Los Angeles Dodgers"
"2589",2019-04-01,"12","Los Angeles Dodgers"
"2590",2019-05-01,"11","Los Angeles Dodgers"
"2591",2019-06-01,"14","Los Angeles Dodgers"
"2592",2019-07-01,"13","Los Angeles Dodgers"
"2593",2019-08-01,"14","Los Angeles Dodgers"
"2594",2019-09-01,"11","Los Angeles Dodgers"
"2595",2019-10-01,"15","Los Angeles Dodgers"
"2596",2019-11-01,"2","Los Angeles Dodgers"
"2597",2019-12-01,"3","Los Angeles Dodgers"
"2598",2020-01-01,"3","Los Angeles Dodgers"
"2599",2020-02-01,"5","Los Angeles Dodgers"
"2600",2020-03-01,"2","Los Angeles Dodgers"
"2601",2020-04-01,"1","Los Angeles Dodgers"
"2602",2020-05-01,"1","Los Angeles Dodgers"
"2603",2020-06-01,"1","Los Angeles Dodgers"
"2604",2020-07-01,"1","Los Angeles Dodgers"
"2622",2004-01-01,"1","San Diego Padres"
"2623",2004-02-01,"1","San Diego Padres"
"2624",2004-03-01,"1","San Diego Padres"
"2625",2004-04-01,"2","San Diego Padres"
"2626",2004-05-01,"2","San Diego Padres"
"2627",2004-06-01,"2","San Diego Padres"
"2628",2004-07-01,"2","San Diego Padres"
"2629",2004-08-01,"1","San Diego Padres"
"2630",2004-09-01,"1","San Diego Padres"
"2631",2004-10-01,"1","San Diego Padres"
"2632",2004-11-01,"<1","San Diego Padres"
"2633",2004-12-01,"<1","San Diego Padres"
"2634",2005-01-01,"<1","San Diego Padres"
"2635",2005-02-01,"1","San Diego Padres"
"2636",2005-03-01,"1","San Diego Padres"
"2637",2005-04-01,"2","San Diego Padres"
"2638",2005-05-01,"2","San Diego Padres"
"2639",2005-06-01,"2","San Diego Padres"
"2640",2005-07-01,"2","San Diego Padres"
